cycle,env,symbol
4922762984,runtime,rt_base
4922763105,runtime,init_timer
4922763310,runtime,get_cycles64
4922763368,runtime,get_cycles_inline
4922763873,runtime,sbi_set_timer
4922764435,user,unknown
4922764632,user,unknown
4922764634,user,unknown
4922764689,user,unknown
4922764781,user,unknown
4922764783,user,unknown
4922764836,user,unknown
4922764839,user,unknown
4922764841,user,unknown
4922764843,user,unknown
4922764845,user,unknown
4922764847,user,unknown
4922764902,user,unknown
4922764904,user,unknown
4922764906,user,unknown
4922764998,user,unknown
4922765001,user,unknown
4922765053,user,unknown
4922765055,user,unknown
4922765057,user,unknown
4922765114,runtime,encl_trap_handler
4922765802,runtime,handle_syscall
4922766487,sm,mcall_sm_attest_enclave
4922766541,sm,attest_enclave
4922766862,sm,get_phys_addr
4922767105,sm,copy_from_enclave
4922767342,sm,pmp_get_addr
4922767458,sm,pmp_get_addr
4922767481,sm,pmp_get_size
4922768999,sm,sm_sign
4922769108,sm,sign
4924038744,sm,get_phys_addr
4924039041,sm,copy_to_enclave
4924039319,sm,pmp_get_addr
4924039530,sm,pmp_get_addr
4924039602,sm,pmp_get_size
4924043238,runtime,return_to_encl
4924043532,user,unknown
4924043534,user,unknown
4924043536,user,unknown
4924043593,user,unknown
4924043595,user,unknown
4924043597,user,unknown
4924043599,user,unknown
4924043654,user,unknown
4924043656,user,unknown
4924043658,user,unknown
4924043660,user,unknown
4924043713,user,unknown
4924043715,user,unknown
4924043718,user,unknown
4924043765,user,unknown
4924043767,user,unknown
4924043820,user,unknown
4924043822,user,unknown
4924043825,user,unknown
4924043827,user,unknown
4924043830,user,unknown
4924043832,user,unknown
4924043939,runtime,encl_trap_handler
4924044386,runtime,handle_syscall
4924044693,runtime,dispatch_edgecall_ocall
4924045152,runtime,copy_from_user
4924045223,runtime,__copy_user
4924049170,runtime,edge_call_get_offset_from
4924050238,sm,mcall_sm_stop_enclave
4924050292,sm,stop_enclave
4924050642,sm,swap_prev_state
4924051474,sm,swap_prev_mepc
4924051527,sm,swap_prev_stvec
4924051592,sm,pmp_set
4924052073,sm,osm_pmp_set
4924052079,sm,pmp_set
4928959112,linux,keystone_ioctl
4928959695,linux,keystone_resume_enclave
4928959754,linux,get_enclave_by_id
4928961422,sm,mcall_sm_resume_enclave
4928961534,sm,get_host_satp
4928961777,sm,resume_enclave
4928962174,sm,swap_prev_state
4928963047,sm,swap_prev_mepc
4928963112,sm,swap_prev_stvec
4928963257,sm,pmp_set
4928963867,sm,osm_pmp_set
4928963873,sm,pmp_set
4928964105,sm,pmp_set
4928965538,runtime,return_to_encl
4928965967,user,unknown
4928965969,user,unknown
4928966222,user,unknown
4928966279,user,unknown
4928966371,user,unknown
4928966373,user,unknown
4928966430,user,unknown
4928966433,user,unknown
4928966490,runtime,encl_trap_handler
4928966947,runtime,handle_syscall
4928967454,sm,mcall_sm_exit_enclave
4928967508,sm,exit_enclave
4928967858,sm,pmp_set
4928967990,sm,osm_pmp_set
4928967996,sm,pmp_set
4928968081,sm,swap_prev_state
4928968406,sm,swap_prev_stvec
4928968472,sm,swap_prev_mepc
4929046388,linux,keystone_ioctl
4929046988,linux,keystone_destroy_enclave
4929047100,linux,get_enclave_by_id
4929048685,sm,mcall_sm_destroy_enclave
4929048744,sm,get_host_satp
4929048927,sm,destroy_enclave
4929049321,sm,pmp_get_addr
4929049484,sm,pmp_get_size
4929275429,sm,pmp_unset_global
4929275812,sm,send_and_sync_pmp_ipi
4929276376,sm,pmp_unset
4929277000,sm,pmp_region_free_atomic
4929277439,sm,pmp_region_free_atomic
4929278755,linux,destroy_enclave
4929288907,linux,enclave_idr_remove
